id,picking_slip_id,item_id,stock_id,order_fulfillment_product_id,quantity,refunded_quantity,location_id,location_code,is_pre_order,is_sales_only,pre_order_shipping_at,pre_order_deadline_at,created_at,updated_at
64,21,711029,1807,60,1,0,949,GA10-C-1-2,0,0,,,2022-12-01 03:35:08,2022-12-01 03:35:08
65,21,338685,1522,61,2,0,1287,GA16-D-4-3,0,0,,,2022-12-01 03:35:08,2022-12-01 03:35:08
66,21,913420,1810,62,1,0,620,GA06-C-2-3,0,0,,,2022-12-01 03:35:08,2022-12-01 03:35:08
67,21,259714,469,63,8,0,374,GA000,0,0,,,2022-12-01 03:35:08,2022-12-01 03:35:08
68,22,354892,1553,66,1,0,1319,GA17-D-4-2,0,0,,,2022-12-01 03:58:16,2022-12-01 03:58:16
69,22,755035,1309,67,5,0,1811,UR35-1-2,0,0,,,2022-12-01 03:58:16,2022-12-01 03:58:16
70,22,97011,1205,68,1,0,723,GA07-D-1-5,0,0,,,2022-12-01 03:58:16,2022-12-01 03:58:16
71,22,863888,1730,69,1,0,453,GA03-C-2-5,0,0,,,2022-12-01 03:58:16,2022-12-01 03:58:16
72,22,863861,1741,70,4,0,450,GA03-C-1-2,0,0,,,2022-12-01 03:58:16,2022-12-01 03:58:16
73,22,141993,1473,71,1,0,496,GA04-C-1-4,0,0,,,2022-12-01 03:58:16,2022-12-01 03:58:16
74,22,366805,1670,72,11,0,1240,GA15-D-1-4,0,0,,,2022-12-01 03:58:16,2022-12-01 03:58:16
75,22,366813,1827,73,16,0,1242,GA15-D-2-3,0,0,,,2022-12-01 03:58:16,2022-12-01 03:58:16
76,22,366779,1878,74,11,0,1239,GA15-D-1-3,0,0,,,2022-12-01 03:58:16,2022-12-01 03:58:16
77,23,907954,1061,75,1,0,10,FZ,0,0,,,2022-12-01 04:17:54,2022-12-01 04:17:54
78,23,930222,1781,76,1,0,10,FZ,0,0,,,2022-12-01 04:17:54,2022-12-01 04:17:54
79,24,897603,1054,77,1,0,10,FZ,0,0,,,2022-12-01 04:59:59,2022-12-01 04:59:59
80,25,148242,1893,78,8,0,382,GA01-A-2-2,0,0,,,2022-12-01 05:20:04,2022-12-01 05:20:04
81,26,891086,1229,79,1,0,10,FZ,0,0,,,2022-12-01 05:56:55,2022-12-01 05:56:55
82,27,307769,407,80,1,0,1915,ZN1,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
83,27,311382,908,81,1,0,399,GA01-C-2-5,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
84,27,508234,1806,82,1,0,767,GA08-B-1-3,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
85,27,481286,1247,83,7,0,769,GA08-B-1-5,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
86,27,664597,1245,84,1,0,1000,GA11-A-4-4,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
87,27,311377,1769,85,1,0,498,GA04-C-1-6,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
88,27,691983,1649,86,1,0,626,GA06-C-3-4,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
89,27,886431,1214,87,2,0,734,GA07-D-4-1,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
90,27,424214,1835,88,1,0,1091,GA13-A-2-1,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
91,27,477722,1531,89,5,0,861,GA09-B-3-3,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
92,27,28528,1726,90,1,0,905,GA09-D-4-3,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
93,27,922019,1562,91,2,0,795,GA08-C-3-1,0,0,,,2022-12-01 07:50:50,2022-12-01 07:50:50
94,27,922073,1476,92,1,0,835,GA09-A-2-1,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
95,27,922072,1477,93,1,0,912,GA10-A-1-1,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
96,27,922018,1561,94,2,0,556,GA05-D-2-1,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
97,27,929995,1682,95,2,0,989,GA11-A-1-4,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
98,27,921230,1353,96,2,0,928,GA10-A-4-4,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
99,27,922069,1881,97,1,0,916,GA10-A-1-5,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
100,27,921996,1560,98,2,0,730,GA07-D-3-2,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
101,27,922071,1474,99,1,0,953,GA10-C-2-1,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
102,27,929996,1733,100,2,0,1058,GA12-B-2-3,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
103,27,929990,1681,101,3,0,941,GA10-B-3-3,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
104,27,929994,1683,102,2,0,952,GA10-C-1-5,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
105,27,169267,1842,103,1,0,788,GA08-C-1-4,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
106,27,631082,1738,104,2,0,593,GA06-A-4-4,0,0,,,2022-12-01 07:50:51,2022-12-01 07:50:51
107,28,902046,1981,105,1,0,10,FZ,0,0,,,2022-12-01 09:48:42,2022-12-01 09:48:42
108,29,891086,1229,106,1,0,10,FZ,0,0,,,2022-12-01 10:54:49,2022-12-01 10:54:49
109,30,911049,1484,107,1,0,10,FZ,0,0,,,2022-12-01 14:11:17,2022-12-01 14:11:17
110,31,140493,106,108,2,0,721,GA07-D-1-3,0,0,,,2022-12-01 15:33:12,2022-12-06 05:00:03
111,31,140484,1581,109,1,0,901,GA09-D-3-4,0,0,,,2022-12-01 15:33:12,2022-12-01 15:33:12
112,31,826088,1609,110,1,0,1914,YN2,0,0,,,2022-12-01 15:33:12,2022-12-01 15:33:12
113,31,744649,1410,111,5,0,558,GA05-D-2-3,0,0,,,2022-12-01 15:33:12,2022-12-01 15:33:12
114,31,630923,148,112,4,0,935,GA10-B-2-2,0,0,,,2022-12-01 15:33:12,2022-12-06 05:00:01
115,31,366813,1827,113,10,0,1242,GA15-D-2-3,0,0,,,2022-12-01 15:33:12,2022-12-01 15:33:12
116,31,366779,1878,114,3,0,1239,GA15-D-1-3,0,0,,,2022-12-01 15:33:12,2022-12-01 15:33:12
117,32,931485,1983,115,1,0,10,FZ,0,0,,,2022-12-01 15:35:16,2022-12-01 15:35:16
118,33,931485,1983,116,1,0,10,FZ,0,0,,,2022-12-01 15:42:39,2022-12-01 15:42:39
119,34,898732,1256,118,1,0,10,FZ,0,0,,,2022-12-01 16:04:43,2022-12-01 16:04:43
120,35,924365,1482,117,1,0,10,FZ,0,0,,,2022-12-01 16:04:43,2022-12-01 16:04:43
121,36,896759,1037,119,3,0,518,GA04-D-4-1,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
122,36,366813,1827,120,1,0,1242,GA15-D-2-3,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
123,36,366813,1867,120,9,0,1242,GA15-D-2-3,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
124,36,240403,1957,121,1,0,1006,GA11-B-2-2,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
125,36,906973,1735,122,1,0,699,GA07-C-1-1,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
126,36,97011,1205,123,1,0,723,GA07-D-1-5,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
127,36,755009,1310,124,1,0,1746,UR28-1-2,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
128,36,130434,1784,125,20,0,1419,GA21-A-5-2,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
129,36,758742,1009,126,4,0,1620,UR15-1-2,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
130,36,758733,973,127,2,0,1614,UR14-3-2,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
131,36,929990,1681,128,3,0,941,GA10-B-3-3,0,0,,,2022-12-01 16:10:28,2022-12-01 16:10:28
132,37,758735,1008,129,1,0,1618,UR14-5-2,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
133,37,774492,1355,130,1,0,1176,GA14-C-4-1,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
134,37,269009,1345,131,1,0,1308,GA17-C-2-4,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
135,37,907195,1039,132,1,0,666,GA07-A-2-3,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
136,37,907185,2396,133,1,0,462,GA03-D-2-4,0,0,,,2022-12-01 17:49:02,2022-12-02 04:27:14
137,37,144302,1135,134,1,0,843,GA09-A-3-4,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
138,37,771896,1848,135,1,0,1053,GA12-B-1-3,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
139,37,826081,1368,136,1,0,1914,YN2,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
140,37,826088,1609,137,1,0,1914,YN2,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
141,37,826047,1766,138,1,0,1115,GA13-C-2-3,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
142,37,826027,1767,139,1,0,1025,GA11-C-3-2,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
143,37,774501,1555,140,10,0,1071,GA12-C-1-2,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
144,37,442248,1934,141,1,0,1914,YN2,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
145,37,366805,1670,142,1,0,1240,GA15-D-1-4,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
146,37,366813,1867,143,1,0,1242,GA15-D-2-3,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
147,37,744649,1410,144,3,0,558,GA05-D-2-3,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
148,37,366779,1878,145,20,0,1239,GA15-D-1-3,0,0,,,2022-12-01 17:49:02,2022-12-01 17:49:02
149,38,763597,1211,146,1,0,572,GA05-D-5-4,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
150,38,763597,1686,146,1,0,572,GA05-D-5-4,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
151,38,762285,1633,147,2,0,1916,ZN2,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
152,38,756666,1024,148,2,0,425,GA02-C-1-5,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
153,38,417239,1836,149,1,0,637,GA06-D-1-5,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
154,38,148242,1893,150,1,0,382,GA01-A-2-2,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
155,38,913421,1809,151,2,0,814,GA08-D-2-5,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
156,38,562657,781,152,1,0,1129,GA13-D-2-1,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
157,38,907202,1828,153,2,0,977,GA10-D-4-2,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
158,38,913420,1810,154,2,0,620,GA06-C-2-3,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
159,38,907199,2395,155,2,0,936,GA10-B-2-3,0,0,,,2022-12-01 17:56:24,2022-12-02 04:26:42
160,38,925173,1621,156,1,0,1475,UR,0,0,,,2022-12-01 17:56:24,2022-12-01 17:56:24
161,38,929990,289,157,3,0,941,GA10-B-3-3,0,0,,,2022-12-01 17:56:24,2022-12-02 04:40:22
162,39,886180,831,158,1,0,10,FZ,0,0,,,2022-12-01 19:46:40,2022-12-01 19:46:40
163,39,907959,1587,159,1,0,10,FZ,0,0,,,2022-12-01 19:46:40,2022-12-01 19:46:40
164,39,931648,1978,160,1,0,10,FZ,0,0,,,2022-12-01 19:46:40,2022-12-01 19:46:40
165,40,130409,1783,161,1,0,1439,GA21-C-3-5,0,0,,,2022-12-01 20:32:27,2022-12-01 20:32:27
166,40,145768,1151,162,1,0,1472,GA22-7-4,0,0,,,2022-12-01 20:32:27,2022-12-01 20:32:27
167,40,278610,1222,163,1,0,1453,GA22-3-3,0,0,,,2022-12-01 20:32:27,2022-12-01 20:32:27
168,40,278636,1223,164,1,0,1466,GA22-6-3,0,0,,,2022-12-01 20:32:28,2022-12-01 20:32:28
169,40,278611,1219,165,1,0,1452,GA22-3-2,0,0,,,2022-12-01 20:32:28,2022-12-01 20:32:28
170,40,278631,1218,166,1,0,1467,GA22-6-4,0,0,,,2022-12-01 20:32:28,2022-12-01 20:32:28
171,40,278648,1221,167,1,0,1473,GA22-7-5,0,0,,,2022-12-01 20:32:28,2022-12-01 20:32:28
172,40,278638,1220,168,1,0,1471,GA22-7-3,0,0,,,2022-12-01 20:32:28,2022-12-01 20:32:28
173,40,145756,941,169,1,0,1462,GA22-5-3,0,0,,,2022-12-01 20:32:28,2022-12-01 20:32:28
174,40,145763,1153,170,1,0,1463,GA22-5-4,0,0,,,2022-12-01 20:32:28,2022-12-01 20:32:28
175,41,893437,983,185,1,0,10,FZ,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
176,42,886445,1574,171,2,0,374,GA000,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
177,42,826081,1368,172,1,0,1914,YN2,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
178,42,692006,1930,173,1,0,923,GA10-A-3-3,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
179,42,271076,2397,174,10,0,1042,GA12-A-2-5,0,0,,,2022-12-01 20:38:31,2022-12-02 04:28:49
180,42,312451,1344,175,1,0,1302,GA17-B-2-4,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
181,42,907199,2395,176,1,0,936,GA10-B-2-3,0,0,,,2022-12-01 20:38:31,2022-12-02 04:26:42
182,42,439473,1839,177,2,0,482,GA04-A-2-4,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
183,42,583790,1333,178,1,0,1113,GA13-C-1-4,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
184,42,145866,1846,179,5,0,1050,GA12-A-4-5,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
185,42,145875,1758,180,1,0,1046,GA12-A-3-5,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
186,42,442248,1934,181,1,0,1914,YN2,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
187,42,826088,1609,182,1,0,1914,YN2,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
188,42,781589,506,183,2,0,1380,GA19-C-1-3,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
189,42,826082,1367,184,1,0,1914,YN2,0,0,,,2022-12-01 20:38:31,2022-12-01 20:38:31
190,43,907147,994,186,2,0,1522,UR04-2-3,0,0,,,2022-12-01 20:54:57,2022-12-01 20:54:57
191,43,867627,1903,187,3,0,1660,UR20-1-3,0,0,,,2022-12-01 20:54:57,2022-12-01 20:54:57
192,43,150256,1108,188,3,0,417,GA02-B-2-2,0,0,,,2022-12-01 20:54:57,2022-12-01 20:54:57
193,43,762284,1468,189,2,0,374,GA000,0,0,,,2022-12-01 20:54:57,2022-12-01 20:54:57
194,43,913420,1810,190,4,0,620,GA06-C-2-3,0,0,,,2022-12-01 20:54:57,2022-12-01 20:54:57
195,43,913368,1620,191,4,0,719,GA07-D-1-1,0,0,,,2022-12-01 20:54:57,2022-12-01 20:54:57
196,43,913421,1809,192,4,0,814,GA08-D-2-5,0,0,,,2022-12-01 20:54:57,2022-12-01 20:54:57
197,43,913422,1558,193,4,0,789,GA08-C-1-5,0,0,,,2022-12-01 20:54:57,2022-12-01 20:54:57
198,44,886440,1671,194,1,0,883,GA09-C-3-5,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
199,44,135289,1847,195,1,0,872,GA09-C-1-4,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
200,44,481488,1517,196,1,0,674,GA07-A-4-1,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
201,44,338703,1251,197,1,0,1291,GA16-D-5-4,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
202,44,168426,1152,198,1,0,438,GA03-A-2-3,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
203,44,762285,1633,199,1,0,1916,ZN2,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
204,44,762237,1599,200,1,0,374,GA000,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
205,44,170057,1317,201,1,0,1219,GA15-B-2-3,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
206,44,335070,1462,202,1,0,1109,GA13-B-4-3,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
207,44,845111,1549,203,2,0,560,GA05-D-2-5,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
208,44,920839,1702,204,1,0,1476,UR00,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
209,44,481474,1516,205,1,0,664,GA07-A-2-1,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
210,44,338716,1819,206,2,0,1288,GA16-D-4-4,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
211,44,424214,1835,207,1,0,1091,GA13-A-2-1,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
212,44,447264,1608,208,2,0,840,GA09-A-3-1,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
213,44,447291,1607,209,2,0,1056,GA12-B-2-1,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
214,44,469030,932,210,1,0,601,GA06-B-2-2,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
215,44,349419,1850,211,2,0,1001,GA11-B-1-1,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
216,44,167389,956,212,1,0,578,GA06-A-1-4,0,0,,,2022-12-01 21:00:28,2022-12-01 21:00:28
217,45,931648,1978,213,1,0,10,FZ,0,0,,,2022-12-01 21:12:00,2022-12-01 21:12:00
218,46,931485,1983,214,1,0,10,FZ,0,0,,,2022-12-01 21:34:01,2022-12-01 21:34:01
219,47,25871,1659,215,1,0,1632,UR18-1-2,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
220,47,168470,1947,216,1,0,494,GA04-C-1-2,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
221,47,238362,1470,217,1,0,1174,GA14-C-3-3,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
222,47,168468,1813,218,1,0,422,GA02-C-1-2,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
223,47,240403,1957,219,1,0,1006,GA11-B-2-2,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
224,47,335038,1455,220,2,0,836,GA09-A-2-2,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
225,47,318970,1752,221,1,0,1033,GA12-A-1-1,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
226,47,925477,1622,222,1,0,1903,UR49,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
227,47,887234,1734,223,1,0,1476,UR00,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
228,47,23510,1550,224,1,0,1634,UR18-1-4,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
229,47,810532,1545,225,1,0,982,GA10-D-5-3,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
230,47,121932,1833,226,4,0,429,GA02-C-2-5,0,0,,,2022-12-01 21:41:54,2022-12-01 21:41:54
231,47,3990,2399,227,2,0,1177,GA14-C-4-3,0,0,,,2022-12-01 21:41:54,2022-12-02 04:39:30
232,48,924504,1776,228,1,0,10,FZ,0,0,,,2022-12-01 21:49:11,2022-12-01 21:49:11
233,49,25871,1659,229,1,0,1632,UR18-1-2,0,0,,,2022-12-01 22:15:00,2022-12-01 22:15:00
234,50,931485,1983,230,1,0,10,FZ,0,0,,,2022-12-01 22:17:41,2022-12-01 22:17:41
235,51,28500,1105,231,3,0,511,GA04-D-2-4,0,0,,,2022-12-01 22:28:24,2022-12-01 22:28:24
